id	htid	person_id	author1_normalized	author1	author2	author3	author4	title	imprint	date	place	isbn	oclc	lccn
6487	mdp.39015060602201	3637	Young, Dean	Young, Dean 1955-	null	null	null	Elegy on toy piano / Dean Young.	University of Pittsburgh Press, c2005.	2005	pau	['0822958724']	['57696492']	[]
6488	mdp.39015059276579	3207	Conoley, Gillian	Conoley, Gillian 1955-	null	null	null	Profane halo : poems / Gillian Conoley.	Verse Press, c2005.	2005	mau	['0974635324 (pbk. : alk. paper)']	['56490994']	['2004021045']
6489	mdp.39015060781435	3550	Clover, Joshua	Clover, Joshua.	null	null	null	The matrix / Joshua Clover.	British Film Institute, 2004.	2004	enk	['1844570452']	['56659954']	[]
6490	uc1.32106017874535	3660	Cheever, John	Cheever, John	null	null	null	Vintage Cheever / John Cheever	Vintage, 2005	2005	nyu	['1400077435 (trade paper)']	['56490972']	['2004057202']
6491	uva.x004470501	459	Kittredge, William	Kittredge, William.	null	null	null	Southwestern homelands / William Kittredge.	National Geographic, c2002.	2002	dcu	['0792265343']	['49247166']	['2002019349']
6492	mdp.39015059240799	4368	Wideman, John Edgar	Wideman, John Edgar.	null	null	null	The island, Martinique / John Edgar Wideman.	National Geographic, c2003.	2003	dcu	['0792265335']	['50866808']	['2002037962']
6493	mdp.39015059215973	692	Watten, Barrett	Watten, Barrett.	Watten, Barrett.	null	null	Progress ; : Under erasure / Barrett Watten.	Green Integer ; Distributed in the U.S. by Consortium, 2005.	2005	dk	['1931243689']	['57408363']	[]
6494	mdp.39015059286354	4368	Wideman, John Edgar	Wideman, John Edgar.	null	null	null	God's gym / John Edgar Wideman.	Houghton Mifflin, 2005.	2005	mau	['0618515259']	['56194969']	['2004054071']
6495	mdp.39015059296221	2518	McSweeney, Joyelle	McSweeney, Joyelle 1976-	null	null	null	The commandrine and other poems / Joyelle McSweeney.	Fence Books : Distributed by University Press of New England, c2004.	2004	nyu	['097409093X']	['57075716']	['2004109628']
6496	mdp.39015059553340	1539	Madhubuti, Haki R.	Madhubuti, Haki R. 1942-	null	null	null	Run toward fear : new poems and a poet's handbook / Haki R. Madhubuti.	Third World Press, 2004.	2004	ilu	['0883782650 (pbk. : alk. paper),088378260X (cloth : alk. paper)']	['54960411']	['2004047968']
6497	mdp.39015059550429	2447	Bynum, Sarah Shun-lien	Bynum, Sarah Shun-lien.	null	null	null	Madeleine is sleeping / Sarah Shun-lien Bynum.	Harcourt, c2004.	2004	flu	['0151010595']	['54615921']	['2004005224']
6498	mdp.39015060114348	1450	Jen, Gish	Jen, Gish.	null	null	null	Mona in the promised land / Gish Jen.	Vintage, 1997, c1996.	1997	nyu	['0679776508 (pbk.) :']	['36977082']	[]
6499	mdp.39015060383281	186	Hall, Douglas Kent	Hall, Douglas Kent.	null	null	null	Visionary / Douglas Kent Hall.	Pennywhistle Press, 2002.	2002	nmu	['0938631462 (pbk.)']	['50449451']	['2001135813']
6500	mdp.39015060065326	171	Mukherjee, Bharati	Mukherjee, Bharati.	null	null	null	The tree bride : a novel / Bharati Mukherjee.	Theia, c2004.	2004	nyu	['1401300588']	['54529482']	['2004042507']
6501	mdp.39015060067991	775	Greger, Debora	Greger, Debora 1949-	null	null	null	Western art / Debora Greger.	Penguin Books, 2004.	2004	nyu	['0143034219']	['54752796']	['2004044575']
6502	mdp.39015060110841	566	Dubie, Norman	Dubie, Norman 1945-	null	null	null	Ordinary mornings of a coliseum : poems / by Norman Dubie	Copper Canyon Press, c2004	2004	wau	['1556592132 (pbk. : alk. paper)']	['54774979']	['2004006040']
6503	mdp.39015060067314	1450	Jen, Gish	Jen, Gish.	null	null	null	The love wife / Gish Jen.	Alfred A. Knopf : Distributed by Random House, 2004.	2004	nyu	['1400042135']	['54081624']	['2004040917']
6504	mdp.39015060047761	1163	Lindsay, Frannie	Lindsay, Frannie.	null	null	null	Where she always was : poems / by Frannie Lindsay.	Utah State University Press, c2004.	2004	utu	['0874215811 (alk. paper)']	['54529720']	['2004004431']
6505	mdp.39015060402115	3204	Prose, Francine	Prose, Francine 1947-	null	null	null	Sicilian odyssey / Francine Prose.	National Geographic Society, c2003.	2003	dcu	['0792265351 (hc.)']	['51203912']	['2002044379']
6506	mdp.39015060121517	87	Levine, Philip	Levine, Philip 1928-	null	null	null	Breath : poems / by Philip Levine	Knopf : Distributed by Random House, 2004	2004	nyu	['1400042917']	['54007238']	['2004040839']
6507	mdp.39015060056234	1257	Shields, David	Shields, David 1956-	null	null	null	Heroes / by David Shields ; foreword by Ira Berkow.	University of Nebraska Press, c2004.	2004	nbu	['0803293178 (pbk. : alk. paper)']	['53315199']	['2003023514']
6508	mdp.39015058795439	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	Camouflage / Joe Haldeman.	Ace Books, 2004.	2004	nyu	['0441011616']	['55877569']	['2004048825']
6509	mdp.39015059119795	937	Jarman, Mark	Jarman, Mark 1952-	null	null	null	To the green man : poems / Mark Jarman.	Sarabande Books, c2004.	2004	kyu	['1932511032 (pbk. : alk. paper),1932511024 (hardcover : alk. paper)']	['52799749']	['2003017073']
6510	mdp.39015061153717	3373	Dana, Robert	Dana, Robert 1929-2010	null	null	null	The morning of the red admirals / Robert Dana.	Anhinga Press, 2004.	2004	flu	['0938078771 (paper),093807878X (cloth)']	['55026083']	['2004100004']
6511	mdp.39015059164411	1905	Cronin, Justin	Cronin, Justin.	null	null	null	The summer guest / Justin Cronin.	Dial Press, 2004.	2004	nyu	['0385335814']	['55701092']	['2004301804']
6512	mdp.39015059124456	3087	Glück, Louise	GlÃ¼ck, Louise 1943-	null	null	null	October / Louise GlÃ¼ck.	Sarabande Books, c2004.	2004	kyu	['1932511008 (chapbook : alk. paper)']	['52347808']	['2003011922']
6513	mdp.39015061146711	4367	Shapiro, Karl Jay	Shapiro, Karl Jay 1913-2000	Phillips, Robert S.	null	null	Creative glut : selected essays of Karl Shapiro / edited with an introduction by Robert Phillips.	Ivan R. Dee, c2004.	2004	ilu	['1566635578 (pbk. : alk. paper),156663556X (cloth : alk. paper)']	['52970210']	['2003061924']
6514	uva.x004768460	3205	Conroy, Frank	Conroy, Frank 1936-2005	null	null	null	Time and tide : a walk through Nantucket / Frank Conroy.	Crown Publishers, c2004.	2004	nyu	['1400046599 (Hardcover)']	['53091763']	['2003020317']
6515	mdp.39015061327915	3096	Swensen, Cole	Swensen, Cole 1955-	null	null	null	Goest / Cole Swensen.	Alice James Books, c2004.	2004	meu	['1882295439']	['53398106']	['2003024339']
6516	mdp.49015002793488	3592	Stuckey-French, Elizabeth	Stuckey-French, Elizabeth.	null	null	null	The first paper girl in Red Oak, Iowa ; and other stories / Elizabeth Stuckey-French.	Anchor Books, 2001, c2000.	2000	nyu	['0385498969 (pbk.)']	['47247045']	['99086606']
6517	mdp.49015002046192	4368	Wideman, John Edgar	Wideman, John Edgar.	null	null	null	Fatheralong : a meditation on fathers and sons, race and society / John Edgar Wideman.	Pantheon Books, c1994.	1994	nyu	['0679407200 :']	['29846999']	['94006220']
6518	mdp.49015002809474	3349	Cassill, R. V.	Cassill, R. V. (Ronald Verlin) 1919-2002	null	null	null	Writing fiction / R. V. Cassill.	Prentice-Hall, [1975]	1975	nju	['0139701036 (pbk.)', '0139701117.']	['1324528']	['75012535 //r972']
6519	mdp.49015002477421	3620	Unsworth, Barry	Unsworth, Barry 1930-2012	null	null	null	After Hannibal / Barry Unsworth.	Nan A. Talese, 1997.	1997	nyu	['0385486510 (alk. paper)']	['34839658']	['96020856']
6520	mdp.49015002669514	86	Irving, John	Irving, John 1942-	null	null	null	Setting free the bears / John Irving.	Ballentine Books, 1997, c1968.	1997	nyu	['0345417984']	['316248020']	['97093209']
6521	mdp.49015002079359	3239	Walker, Margaret	Walker, Margaret 1915-1998	null	null	null	Jubilee / by Margaret Walker.	Bantam Books 1967.	1967	nyu	['0553273833']	['21501675']	[]
6522	mdp.49015001312025	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	The Hemingway hoax / Joe Haldeman.	Morrow, c1990.	1990	nyu	['0688090249 :']	['20566732']	['89014045']
6523	mdp.49015001206250	1089	Kinsella, W. P.	Kinsella, W. P.	null	null	null	Red wolf, red wolf / W.P. Kinsella.	Southern Methodist University Press, 1990.	1990	txu	['0870743147 (pbk.)', '0870743198 (cloth)']	['22458362']	['90052661']
6524	mdp.49015000982109	3119	Hollo, Anselm	Hollo, Anselm.	null	null	null	With ruth in mind / Anselm Hollo.	Station Hill, c1979.	1979	nyu	['0930794192', '0930794184 (pbk.)']	['5831373']	['79028147']
6525	mdp.49015000753518	3470	Wittlinger, Ellen	Wittlinger, Ellen.	null	null	null	Breakers : poems / by Ellen Wittlinger.	Sheep Meadow Press : distributed by Horizon Press, c1979.	1979	nyu	['0818015772 :']	['5103159']	['78065590']
6526	mdp.49015000753419	424	Wilson, Robley	Wilson, Robley.	null	null	null	Living alone : fictions / by Robley Wilson, Jr.	Fiction International, c1978.	1978	nyu	['0931362008 :']	['3819232']	['78050966']
6527	mdp.49015000752700	4368	Wideman, John Edgar	Wideman, John Edgar.	null	null	null	Damballah / John Edgar Wideman.	Allison & Busby, 1981.	1981	enk	['0850315492 :']	['702949158']	['gb 83044086']
6528	mdp.49015002028216	4328	O'Connor, Flannery	O'Connor, Flannery.	null	null	null	The violent bear it away / Flannery O'Connor.	Farrar, Straus & Giroux, 1984 printing, c1960.	1984	nyu	[]	['14819707']	[]
6529	mdp.49015000692526	86	Irving, John	Irving, John 1942-	null	null	null	The 158-pound marriage.	Random House [1974]	1974	nyu	['0394484142']	['914828']	['74008787']
6530	mdp.49015000692500	86	Irving, John	Irving, John 1942-	null	null	null	The cider house rules : a novel / John Irving.	Morrow, c1985.	1985	nyu	['0688057624 (lim. ed.)', '068803036X']	['11533062']	['84027195 //r86']
6531	mdp.49015000689621	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	War year, by Joe W. Haldeman.	Holt, Rinehart and Winston [1972]	1972	nyu	['0030885965 (lib. bdg.)', '0030885957']	['357526']	['77182778 /AC']
6532	mdp.49015000676362	287	Dobyns, Stephen	Dobyns, Stephen 1941-	null	null	null	Heat death : poems / by Stephen Dobyns.	Atheneum, 1980.	1980	nyu	['0689110634 (pbk.)', '0689110340 :']	['6372722']	['79055592']
6533	mdp.49015000672957	3450	Cooley, Peter	Cooley, Peter 1940-	null	null	null	Miracle, miracles / by Peter Cooley.	Juniper Press, c1977.	1977	wiu	[]	['3208716']	[]
6534	mdp.49015000670928	3683	Carver, Raymond	Carver, Raymond 1938-1988	null	null	null	Put yourself in my shoes / Raymond Carver ; block prints by Marcia/Maris.	Capra Press, 1974.	1974	cau	['0884960056 (pbk.) :', '0884960064.']	['1130772']	['75316457']
6535	mdp.49015000670910	3683	Carver, Raymond	Carver, Raymond 1938-1988	null	null	null	Furious seasons and other stories / Raymond Carver.	Capra Press, 1977.	1977	cau	['088496115X :', '0884961168 :']	['3168148']	['77022672']
6536	mdp.49015000061276	3083	Engle, Paul	Engle, Paul 1908-	null	null	null	Women in the American Revolution / by Paul Engle.	Follett, c1976.	1976	ilu	['0695806041 :']	['2580242']	['75002933 //r78']
6537	mdp.39015061751262	721	Haruf, Kent	Haruf, Kent.	null	null	null	Eventide : a novel / Kent Haruf.	Alfred A. Knopf, 2004.	2004	nyu	['0375411585']	['53064802']	['2003060480']
6538	mdp.39015061149418	87	Smiley, Jane	Smiley, Jane.	null	null	null	A year at the races : reflections on horses, humans, love, money, and luck / Jane Smiley.	A.A. Knopf, 2004.	2004	nyu	['1400040582 (hardback : alk. paper)']	['53083992']	['2003065655']
6539	mdp.39015058785364	2173	Rohrer, Matthew	Rohrer, Matthew.	null	null	null	A green light / Matthew Rohrer.	Verse Press, c2004.	2004	mau	['0972348778 (pbk. : alk. paper)']	['53013718']	['2003019292']
6540	mdp.39015058720627	158	Bell, Marvin	Bell, Marvin 1937-	null	null	null	Rampant : poems / Marvin Bell.	Copper Canyon Press, c2004.	2004	wau	['155659206X (alk. paper)']	['53276286']	['2003022728']
6541	mdp.39015058721096	3113	Smith, Rod	Smith, Rod 1962-	null	null	null	Music or honesty / Rod Smith.	Roof Books, c2003.	2003	cau	['093780407X']	['52816532']	['2003092931']
6542	mdp.39015058730030	609	Schultz, Philip	Schultz, Philip.	null	null	null	Living in the past : poems / Philip Schultz.	Harcourt, c2004.	2004	flu	['0151008728']	['53138768']	['2003021438']
6543	mdp.39015058737662	3162	Turco, Lewis	Turco, Lewis.	null	null	null	The book of dialogue : how to write effective conversation in fiction, screenplays, drama, and poetry / Lewis Turco.	University Press of New England, c2004.	2004	nhu	['1584653612 (alk. paper)']	['53331661']	['2003023754']
6544	mdp.39015058813158	3672	Hejinian, Lyn	Hejinian, Lyn.	Clark, Emilie.	null	null	My life in the nineties / Lyn Hejinian.	Shark Books, c2003.	2003	nyu	['0966487192']	['53701941']	[]
6545	mdp.39015058712426	1669	Girardi, Robert	Girardi, Robert.	null	null	null	The wrong Doyle / Robert Girardi.	Justin, Charles ; Distributed by National Book Network, 2004.	2004	mau	['1932112189']	['53992957']	['2003071109']
6546	mdp.39015058209498	1903	Christensen, Kate	Christensen, Kate 1962-	null	null	null	The Epicure's lament : a novel / Kate Christensen.	Doubleday, 2004.	2004	nyu	['0767910303']	['52134834']	['2003051503']
6547	mdp.39015058212518	3674	Schwartz, Lynne Sharon	Schwartz, Lynne Sharon.	null	null	null	Referred pain : and other stories / Lynne Sharon Schwartz.	Counterpoint, c2004.	2004	nyu	['1582433011 (alk. paper)']	['52631308']	['2003015678']
6548	mdp.39015058235659	2514	McCollough, Aaron	McCollough, Aaron.	null	null	null	Double venus / Aaron McCollough.	Salt Pub., 2003.	2003	at	['1844710033 (pbk.)']	['54713053']	[]
6549	mdp.39015058133458	3620	Unsworth, Barry	Unsworth, Barry 1930-2012	null	null	null	Crete / Barry Unsworth.	National Geographic, c2004.	2004	dcu	['0792266439']	['53823438']	['2003068871']
6550	mdp.39015058239693	1061	Cisneros, Sandra	Cisneros, Sandra.	null	null	null	Vintage Cisneros / Sandra Cisneros.	Vintage Books, 2004.	2004	nyu	['1400034051']	['54075616']	['2003057196']
6551	mdp.39015058236277	2514	McCollough, Aaron	McCollough, Aaron.	null	null	null	Welkin : poems / by Aaron McCollough.	Ahsahta Press, Boise State University, c2002.	2002	idu	['0916272729 (pbk. : alk. paper)']	['49375535']	['2002004237']
6552	mdp.39015058076814	763	Covington, Dennis	Covington, Dennis.	null	null	null	Redneck Riviera : armadillos, outlaws, and the demise of an American dream / Dennis Covington.	Counterpoint, c2004.	2004	nyu	['1582432953']	['52688090']	['2003014445']
6553	mdp.39015058139844	3111	Lohafer, Susan	Lohafer, Susan.	null	null	null	Reading for storyness : preclosure theory, empirical poetics, and culture in the short story / Susan Lohafer.	Johns Hopkins University Press, 2003.	2003	mdu	['0801873983 (acid-free paper)']	['51336330']	['2002156773']
6554	mdp.39015057639638	3118	Starbuck, George	Starbuck, George 1931-	Meese, Elizabeth A. 1943-	Starbuck, Kathryn 1939-	null	The works : poems selected from five decades / George Starbuck ; foreword by Anthony Hecht ; edited by Kathryn Starbuck and Elizabeth Meese.	University of Alabama Press, c2003.	2003	alu	['0817350535 (pbk. : alk. paper),0817313788 (alk. paper)']	['52079681']	['2003008342']
6555	inu.30000092515554	552	Vogelsang, Arthur	Vogelsang, Arthur.	null	null	null	Left wing of a bird : poems / Arthur Vogelsang.	Sarabande Books, c2003.	2003	kyu	['1889330884 (pbk. : acid-free paper),1889330876 (acid-free paper)']	['51020378']	['2002153540']
6556	mdp.39015057609466	3672	Hejinian, Lyn	Hejinian, Lyn.	null	null	null	Slowly / by Lyn Hejinian.	Tuumba Press, c2002.	2002	xx	['1931157022']	['50141515']	[]
6557	mdp.39015060005371	1014	Huneven, Michelle	Huneven, Michelle 1953-	null	null	null	Jamesland / Michelle Huneven.	Alfred A. Knopf, 2003.	2003	nyu	['0375413820']	['51631324']	['2003040070']
6558	mdp.39015059977465	3100	Castellanos Moya, Horacio	Castellanos Moya, Horacio 1957-	null	null	null	Donde no estÃ©n ustedes / Horacio Castellanos Moya.	Tusquets Editores, 2003.	2003	mx	['9706990704']	['52312312']	['2003449667']
6559	mdp.39015059970742	87	Orringer, Julie	Orringer, Julie.	null	null	null	How to breathe underwater : stories / Julie Orringer.	Alfred A. Knopf, 2003.	2003	nyu	['1400041112']	['51304048']	['2002043436']
6560	mdp.39015060009084	459	Kittredge, William	Kittredge, William.	null	null	null	The best short stories of William Kittredge.	Graywolf Press, c2003.	2003	mnu	['1555973841']	['51678649']	['2002111861']
6561	uc1.32106017418036	2482	Vanderbes, Jennifer	Vanderbes, Jennifer	null	null	null	Easter Island / Jennifer Vanderbes	Dial Press, c2003	2003	nyu	['038533673X']	['50561763']	['2002031588']
6562	mdp.39015056801296	3546	Harrison, Kathryn	Harrison, Kathryn.	null	null	null	Seeking rapture : scenes from a woman's life / Kathryn Harrison.	Random House, c2003.	2003	nyu	['037550558X (acid-free paper)']	['47208540']	['2001041755']
6563	mdp.39015056801262	1000	Galvin, James	Galvin, James.	null	null	null	X : poems / by James Galvin.	Copper Canyon Press, c2003.	2003	wau	['1556591918 (alk. paper)']	['51177977']	['2002154675']
6564	mdp.39015056817086	345	Tate, James	Tate, James 1943-	null	null	null	Lost river / James Tate.	Sarabande Books, c2003.	2003	kyu	['1889330841 (pbk. : alk. paper)']	['49823347']	['2002007235']
6565	mdp.39015056671178	969	Smiley, Jane	Smiley, Jane.	null	null	null	Good faith / Jane Smiley.	A.A. Knopf, c2003.	2003	nyu	['0375412174']	['50129401']	['2002073096']
6566	mdp.39015056670014	863	Haldeman, Joe W.	Haldeman, Joe W.	null	null	null	Guardian / Joe Haldeman.	Ace Books, 2002.	2002	nyu	['0441009778 (alk. paper)']	['49386217']	['2002021444']
6567	mdp.39015056658431	4328	O'Connor, Flannery	O'Connor, Flannery.	Ellsberg, Robert 1955-	null	null	Flannery O'Connor : spiritual writings / edited by Robert Ellsberg ; introduction by Richard Giannone.	Orbis Books, c2003.	2003	nyu	['1570754705 (pbk.)']	['50906256']	['2002152355']
6568	mdp.39015056671228	2270	Szybist, Mary	Szybist, Mary 1970-	null	null	null	Granted / Mary Szybist.	Alice James Books, c2003.	2003	meu	['1882295374']	['50722370']	['2002015865']
6569	mdp.39015056670899	3639	Revell, Donald	Revell, Donald 1954-	null	null	null	My Mojave : poems / by Donald Revell.	Alice James Books, c2003.	2003	meu	['1882295404']	['50722364']	['2002015864']
6570	mdp.39015056678751	3459	Godwin, Gail	Godwin, Gail.	null	null	null	Evenings at five / Gail Godwin ; with illustrations by Frances Halsband.	Ballantine Books, 2003.	2003	nyu	['0345461029']	['51928505']	[]
6571	mdp.39015056945903	3114	Carey, Edward	Carey, Edward 1970-	null	null	null	Alva & Irva / Edward Carey	Picador, 2003	2003	enk	['033041321X']	['51272110']	[]
6572	mdp.39015056651956	3209	Sadoff, Ira	Sadoff, Ira.	null	null	null	Barter : poems / by Ira Sadoff.	University of Illinois Press, c2003.	2003	ilu	['0252071204 (Paper : alk. paper),0252028341 (Cloth : alk. paper)']	['50234970']	['2002010966']
